Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Oranges,2,108.0014975,16766.81194,Other,36.00049915,No,465.7383186,Yes,Female,By_16:00,0.267454041,0.723900027,2.795735616,5.371686511,9.907954489,5.920122408,7428,77.6535843,368.3844405,5394.152067,45358.3717,Maybe,216912.1814,19.19334365,205.0639578,39.71085954,1342.036438,50,Below_30,NA,551.3821119,11,Motorcycle_or_truck,Public_Sector,346.5245672,0,Yes
Blues,3,2260.656867,429999.5065,Healthcare,753.5522891,Yes,570.6299519,No,Male,After_16:00,0.442738801,0.060063942,3.563865582,4.018982518,8.113963539,8.958613558,NA,17.21690109,490.3502977,6687.000114,49827.21324,Yes,325618.542,22.14385463,466.4154506,13.14501611,568604.6048,80,45_and_up,2,517.9104423,11,Car,Hightech,39.0643584,0,No
Purples,4,395.2592302,54845.912,Education,131.7530767,No,416.2780359,Yes,Female,After_16:00,0.72378431,0.911165351,8.53148273,9.775156069,6.423810343,0.07534958,5108,26.29512271,412.2635971,4987.307553,50076.54101,No,173287.4032,20.30427534,137.3128347,73.31423624,17500.6263,100,30-45,3,630.4634459,16,Motorcycle_or_truck,Public_Sector,435.5968099,0,Yes
Purples,6,449.048819,57655.62353,Education,149.6829397,No,385.1850028,Yes,Female,By_16:00,0.342951882,0.368409642,NA,3.300287176,4.113244198,3.659374055,7619,99.46654532,394.4873182,4640.824664,48843.37364,No,148367.4864,19.86170482,159.430557,93.26384992,22564.66537,100,30-45,4,626.9536766,14,Car,Student_or_Unemployed,466.7931799,0,No
Browns,9,568.7083432,60824.33146,Social,189.5694477,No,320.8551388,Yes,Male,After_16:00,0.171583555,0.309240364,6.652106661,0.79222165,0.165298225,4.533384636,4500,61.50264333,369.1851041,3946.921596,44087.61139,No,102948.0201,19.21419018,245.1726521,55.58686943,36136.14496,70,30-45,4,562.1404923,6,Car,Public_Sector,395.5767694,0,No
Greens,4,323.34274,31081.86021,Financial,107.7809133,No,288.3800039,Yes,Male,After_16:00,0.288105102,0.098434993,3.59518795,4.3636301,9.157035593,6.137551202,7622,52.56737838,490.7865644,3865.373168,59037.17823,No,83163.02665,22.15370318,257.6031463,3.074754681,11734.5062,60,Below_30,3,793.8457563,10,Public_or_other,Services_or_Retail,646.5996959,0,No
Greens,3,627.7603605,60208.32708,Financial,209.2534535,No,287.7291919,Yes,Female,By_16:00,0.673709802,0.775705657,3.898978855,0.329337593,8.419858473,9.319720855,4416,22.54499856,519.5606837,3916.413286,61482.8838,No,82788.08787,22.79387382,262.5874643,30.29591416,44006.26126,60,45_and_up,3,823.0434658,10,Foot_or_bicycle,Public_Sector,653.3318627,1,Yes
Purples,2,166.7586498,24343.46024,Education,55.5862166,No,437.9405854,Yes,Male,By_16:00,0.116116124,0.406691122,3.428244053,8.856182643,9.221265847,9.787891358,8098,35.83046715,409.1350763,5197.676007,49267.9918,No,191791.9564,20.22708769,151.8789089,88.88555977,3155.413693,100,30-45,2,609.6720563,16,Foot_or_bicycle,Student_or_Unemployed,395.3128581,0,No
Blues,2,1521.686793,177087.8359,Healthcare,507.2289311,Yes,349.128027,Yes,Male,After_16:00,0.247987689,NA,6.417322184,0.335840744,1.090458662,0.408540596,3925,41.74207128,33.58951011,3558.45929,13536.37063,Yes,121890.3792,5.795645789,567.7106166,51.41461792,257798.4175,80,30-45,0,171.9701739,10,Car,Services_or_Retail,213.6536243,0,Yes
Blues,10,1733.603033,360019.8365,Social,577.8676778,Yes,623.0143168,No,Female,By_16:00,0.456546529,0.157648519,5.085673372,4.290563657,3.558768828,5.143710736,8433,57.49512869,216.6188665,6663.380901,36984.33498,Yes,388146.8389,14.71797766,326.5866029,58.34671624,334518.9207,70,30-45,5,454.2928089,13,Foot_or_bicycle,Hightech,394.0687948,NA,Yes
Greens,8,446.7261951,47484.8229,Education,148.9087317,No,318.8854163,Yes,Male,By_16:00,0.394656825,0.740143475,7.423245434,NA,6.840115399,7.929042089,8479,1.563757355,524.5043549,4237.862873,62415.03653,No,101687.9087,22.90206006,238.7615629,35.38337119,22332.71911,100,30-45,2,830.7606362,16,Car,Public_Sector,653.6363502,0,No
Browns,3,50.90200487,NA,Environment,16.96733496,No,331.9909463,Yes,Female,By_16:00,0.910491054,0.178693088,9.652020531,5.479455926,4.356844365,0.755463953,3230,8.362447075,385.3515038,4090.612471,46112.31049,No,110217.9884,19.63037197,218.8807595,20.65526096,314.8577905,90,30-45,2,589.5881457,8,Car,Public_Sector,419.1453954,2,No
Purples,9,422.8675284,56410.15778,Social,140.9558428,No,400.1973714,Yes,Female,By_16:00,0.615575802,0.77315633,3.005268271,5.112584888,1.8084554,0.848741531,5231,42.9631511,439.3572227,4880.68816,54740.25662,No,160157.9361,20.96084976,129.5209888,91.33800487,20019.50546,70,45_and_up,3,713.4482699,10,Foot_or_bicycle,Hightech,556.0140647,3,No
Browns,2,264.2557988,43272.01602,Social,88.08526628,No,491.251464,Yes,Female,By_16:00,0.214037623,0.808549704,7.984242898,9.087841336,2.938075429,4.149258151,4077,91.39563623,410.1989035,5732.912447,51410.3031,No,241328.0009,20.25336771,105.4849894,38.25362546,7857.099402,70,45_and_up,1,640.9805929,7,Foot_or_bicycle,Hightech,445.3528667,0,Yes
Turquoises,6,1191.871049,186399.7995,Social,397.2903496,Yes,469.1777682,Yes,Male,By_16:00,NA,0.634408155,8.891049162,4.869172173,8.489688977,3.528051157,7176,96.63685441,419.8629366,5531.503555,51668.48001,Yes,220127.7782,20.49055726,105.1616229,85.28547673,158246.9122,70,30-45,5,644.4340507,13,Public_or_other,Hightech,439.2792619,1,No
Purples,8,591.6883083,75687.9016,Education,197.2294361,No,383.7556052,Yes,Female,After_16:00,0.242519848,0.345921879,3.838107979,9.528246017,5.914254347,4.671026776,3668,25.75032157,483.7562316,4805.068515,55301.54305,No,147268.3645,21.99445911,132.6777699,33.39400759,39106.6799,100,45_and_up,2,692.8257176,12,Foot_or_bicycle,Hightech,438.1390973,0,No
Yellows,4,1028.640354,63420.12619,Healthcare,342.880118,Yes,184.9629735,Yes,Male,After_16:00,0.00119248,0.423095045,6.532799965,4.875130721,3.15674583,8.859911487,5390,99.30254929,536.5032365,2922.636208,55130.13178,Yes,34211.30157,23.16253951,334.3419736,98.82989731,117919.6554,80,45_and_up,3,698.4253474,11,Public_or_other,Public_Sector,394.1522744,7,Yes
Greens,1,310.7353819,31472.99977,Education,103.5784606,No,303.8566085,Yes,Female,By_16:00,0.690051151,0.926499082,6.768023977,8.684730073,7.444099286,0.394908758,7372,44.78977036,525.2724015,4089.110888,61624.30745,No,92328.83854,22.91882199,235.407268,17.30612412,10842.07597,100,Below_30,2,816.9776262,16,Car,Industry_or_other,627.693608,0,No
Purples,6,891.4507638,119110.3884,Financial,297.1502546,No,400.8422895,Yes,Female,By_16:00,0.702993998,0.046217511,1.07331119,4.412684012,5.884276205,NA,NA,18.92352668,378.7787419,4765.980379,47087.68718,No,160674.541,19.46223887,170.1346696,58.67935841,88605.42407,60,45_and_up,4,597.7474642,8,Foot_or_bicycle,Public_Sector,433.5247351,0,No
Blues,1,1321.745457,14856.78891,Social,440.5818189,Yes,33.72083974,Yes,Male,After_16:00,0.248551835,0.623540469,7.751001867,0.827238413,1.52093187,4.130745085,7050,3.111461713,550.6571413,1438.52268,60484.91538,Yes,1137.095033,23.46608492,505.8679382,28.26470076,194562.921,70,30-45,2,843.726333,13,Motorcycle_or_truck,Hightech,689.5256438,1,Yes
Greens,4,1003.337103,92487.33965,Environment,334.4457009,No,276.5391793,Yes,Female,After_16:00,0.722419169,0.041401153,0.666510246,7.130725035,9.700469195,9.47627909,6025,51.84733085,540.181698,3845.755189,62868.94556,No,76473.91771,23.24180927,272.197788,28.25468795,112198.3725,90,30-45,0,838.8879606,11,Car,Hightech,650.141029,1,Yes
Blues,5,1430.953961,275718.1079,Environment,476.9846536,Yes,578.0439807,No,Female,After_16:00,0.238985508,0.607505037,2.161330541,7.905143735,2.241639148,2.345887756,4662,18.15825193,134.8859143,6050.211635,30110.04865,Yes,334134.8436,11.61403953,383.4292112,31.13597964,228001.3444,90,45_and_up,3,NA,15,Car,Student_or_Unemployed,412.7142537,1,Yes
Browns,7,245.3375196,27759.42186,Financial,81.7791732,No,339.4436599,Yes,Female,After_16:00,0.783335875,0.523860982,1.574743993,1.693796378,6.707640719,2.84759667,3082,68.95349524,390.2618573,4174.960314,47167.55053,No,115221.9983,19.75504637,202.815812,23.51762033,6779.612342,60,30-45,2,606.3987272,5,Foot_or_bicycle,Student_or_Unemployed,442.4373794,1,No
Blues,4,1717.890265,201356.9528,Education,572.6300884,Yes,351.6352998,Yes,Male,By_16:00,0.006746833,0.468220642,4.815532886,7.285719935,5.809406049,6.093278211,8749,1.283748518,611.2217147,4738.796427,62909.5017,Yes,123647.3841,24.72289859,238.9393224,86.67455525,328487.8483,100,NA,2,759.9144738,12,Motorcycle_or_truck,Student_or_Unemployed,349.3028012,2,No
Browns,10,109.7219323,11816.43896,Environment,36.57397744,No,323.0832353,Yes,Female,After_16:00,0.085175034,0.869492654,3.37890578,8.874893915,9.137428049,3.788416428,6100,3.893030342,384.2247517,3999.281857,46337.75575,No,104382.777,19.60165176,219.9311174,55.64544292,1384.229803,90,Below_30,3,597.8358307,9,Foot_or_bicycle,Hightech,439.4504613,0,Yes
Greens,10,123.4804974,12176.82765,Environment,41.16016579,No,295.840102,Yes,Male,After_16:00,0.157556648,0.451748138,9.72042009,1.598157524,5.964423427,7.076796859,8972,NA,528.8105382,4016.022097,61565.51267,No,87521.36596,22.9958809,237.9375913,66.54547614,1745.319414,90,30-45,3,814.891492,13,Motorcycle_or_truck,Services_or_Retail,618.7559948,0,Yes
Purples,4,390.1842097,55496.72233,Environment,130.0614032,No,426.6963215,Yes,Male,After_16:00,0.125618035,0.320379005,1.022105024,4.309966534,5.704023945,3.571838713,6495,NA,374.7423683,5016.447951,45663.53367,No,182069.7507,19.35826357,197.1694438,24.35235623,17056.03002,90,30-45,4,563.2053015,14,Motorcycle_or_truck,Services_or_Retail,366.5350758,0,Yes
Purples,10,322.1254704,49759.37047,Environment,107.3751568,No,463.4160448,Yes,Male,By_16:00,0.937771195,0.021007957,2.164530023,5.36971143,9.79817156,6.929512203,3822,15.71252132,460.2211386,5554.602725,55618.64509,No,214754.4306,21.45276529,59.58488136,61.73951346,11646.79945,90,Below_30,3,697.9945692,11,Foot_or_bicycle,Services_or_Retail,474.9078798,0,No
Greys,5,676.0114479,109988.7548,Military,225.3371493,No,488.1075096,Yes,Female,By_16:00,0.585553673,0.656466481,0.704259719,5.798678398,3.441938017,4.835923074,6298,66.00259419,386.1975048,5653.470105,49159.71003,Maybe,238248.9409,19.65190843,132.4396987,24.00562046,51012.168,30,30-45,0,613.0424615,6,Car,Hightech,433.3079125,NA,No
Pinks,1,511.1588074,56166.35117,Environment,170.3862691,No,329.6412995,Yes,Female,After_16:00,0.957581513,0.770608166,1.148534222,5.214853222,8.533619069,7.835463232,6723,35.2472086,388.9154044,4074.243804,49933.88175,No,108663.3863,19.72093822,216.6406726,23.26286645,29211.86697,90,45_and_up,1,670.3085876,8,Foot_or_bicycle,Services_or_Retail,574.6411872,0,No
Whites,7,346.7893652,60087.31421,Education,115.5964551,No,519.8023951,No,Male,After_16:00,0.874597433,0.832828716,1.699137362,1.601971553,7.820381667,7.44717404,5068,51.93087223,404.591508,6007.206967,51755.6184,No,270194.5299,20.11446017,105.8065119,83.86689359,13488.13688,100,Below_30,3,645.4964455,11,Public_or_other,Student_or_Unemployed,458.7676975,0,No
Blues,5,1542.535727,111386.5429,Environment,514.1785758,Yes,216.6300739,Yes,Male,By_16:00,0.399512854,0.293860286,9.960184025,2.770410485,1.097020684,1.444792924,7361,43.27692098,332.9997783,2832.300296,36390.81066,Yes,46928.58893,18.24828152,404.9238207,22.28211933,264903.7864,90,45_and_up,3,453.2783979,14,Public_or_other,Industry_or_other,263.83118,1,Yes
Blues,2,1290.271213,216910.6097,Healthcare,430.0904043,Yes,504.3372451,No,Female,After_16:00,0.745204729,0.419419938,7.25502823,2.582215897,4.233773355,5.257016569,5619,71.92108063,355.7576186,5754.887688,42527.21284,Yes,254356.0568,18.86153808,298.3947676,37.4809213,185417.8463,80,30-45,NA,490.0258027,10,Public_or_other,Services_or_Retail,238.820443,3,Yes
Pinks,10,900.41897,110426.3231,Financial,300.1396567,No,367.9164702,Yes,Male,After_16:00,0.95647751,0.62680187,7.5747115,9.070271438,0.940026678,8.373432271,9439,95.75370587,437.0806822,4553.326066,52691.34438,No,135362.529,20.90647465,146.309828,97.51690796,90393.95317,60,30-45,2,679.5188221,5,Motorcycle_or_truck,Hightech,498.7091223,5,Yes
Greens,2,189.2102028,18284.76696,Environment,63.07006761,No,289.9119606,Yes,Female,By_16:00,0.499798745,0.075958658,9.609176491,0.171375887,0.053973335,6.113317935,3039,61.01491807,533.6647981,3966.449202,62264.62341,No,84048.94491,23.10118608,252.8702471,33.76485649,4050.903496,90,30-45,1,827.6142151,NA,Foot_or_bicycle,Hightech,636.6494015,5,No
Browns,3,466.6095982,48733.28295,Financial,155.5365327,No,313.3237066,Yes,Female,By_16:00,0.330551186,0.157811146,4.321459469,2.952721755,1.540619212,4.53242942,7469,38.65350557,370.1900872,3873.61724,43796.39603,No,98171.7451,19.24032451,254.8073621,9.370588697,24357.14955,60,Below_30,2,556.9966239,6,Car,Services_or_Retail,384.9863496,1,Yes
Browns,1,648.6798831,110846.6028,Environment,216.2266277,No,512.6408528,No,Female,By_16:00,0.714438117,0.119342231,3.735962731,2.223945514,7.347122917,1.445673772,7561,79.08008292,449.8025812,6026.013691,55397.72281,No,262800.644,21.20854972,62.3985087,0.856458279,46980.18116,90,Below_30,3,688.6651435,9,Public_or_other,Public_Sector,465.1574703,1,No
Purples,8,145.3356986,23891.40233,Education,48.44523285,NA,493.1631231,Yes,Female,After_16:00,0.89583476,0.014324896,3.000626622,2.60762475,8.579552635,5.499643008,3876,11.19108053,381.4155645,5694.462359,50903.86267,No,243209.8659,19.5298634,120.8082282,58.75691648,2405.385819,100,45_and_up,0,653.6086772,13,Car,Student_or_Unemployed,522.0367138,0,Yes
Browns,5,307.8114088,53891.72775,Environment,102.6038029,No,525.241036,No,Female,After_16:00,0.755227619,0.002517782,0.312573328,6.258887176,8.656052102,6.317684257,5122,18.97234318,423.3723995,6099.155159,53625.33963,No,275878.1459,20.57601515,85.82830188,75.66860341,10640.14418,90,30-45,2,668.9168731,9,Foot_or_bicycle,Student_or_Unemployed,470.7152199,2,No
Yellows,4,1359.794462,293175.7226,Financial,453.2648206,Yes,646.8089057,No,Male,After_16:00,0.908380935,0.958613423,8.874674132,7.011041089,0.922293125,9.886455161,7666,73.30167661,529.8338509,7527.756759,62685.17913,Yes,418361.7605,23.01812006,177.6784873,25.09160663,205912.2624,60,45_and_up,1,743.7643924,12,Public_or_other,Public_Sector,404.4660721,0,No
Blues,9,1259.585709,254385.7942,Healthcare,419.861903,Yes,605.8796771,No,Female,By_16:00,0.311567237,0.203385054,9.785859445,3.005096836,3.243725959,4.79080348,7054,66.09755263,485.0585669,7028.913905,60155.56323,Yes,367090.1831,22.0240452,108.6967379,90.12985413,176713.8795,80,45_and_up,3,737.3781425,14,Motorcycle_or_truck,Services_or_Retail,480.4749291,0,No
Greys,10,775.9282698,100603.4416,Foreign_Affairs,258.6427566,No,388.9667855,Yes,Male,After_16:00,0.200270428,0.061527199,6.299117163,9.350293481,NA,3.4101488,5206,37.95450078,452.433223,4794.534301,51886.36942,Maybe,151295.1602,21.27047773,160.2132812,72.05064707,67164.71829,40,Below_30,1,643.4621493,7,Foot_or_bicycle,Industry_or_other,394.7511402,1,Yes
Purples,10,327.9379352,50961.15747,Social,109.3126451,No,466.1963623,Yes,Female,After_16:00,0.982796795,0.999127825,7.292581573,6.33762425,4.789174132,3.223138943,6734,24.11917655,447.3756772,5556.714977,55804.37209,No,NA,21.15125711,67.58524607,5.234082928,12068.56701,70,30-45,3,712.0616534,12,Motorcycle_or_truck,Public_Sector,NA,2,No
Purples,8,107.4866547,16000.51564,NA,35.8288849,No,446.5814576,Yes,Female,By_16:00,0.106210263,0.644835821,3.14425874,5.89759114,5.101110525,7.291100007,9137,35.07920222,469.5774465,5404.969469,56549.67358,No,199434.9983,21.66973573,61.65458658,54.18835108,1329.537878,70,30-45,3,714.9211754,10,Car,Student_or_Unemployed,495.2866556,1,No
Browns,3,610.5282203,67490.93679,Financial,203.5094068,No,331.6354652,Yes,Female,After_16:00,0.381917745,0.337908418,2.825783535,5.828372973,2.054198254,7.340040826,4960,64.84192079,377.3860144,4071.126681,45052.48684,No,109982.0818,19.42642567,230.5968264,62.88161548,41629.58805,60,Below_30,NA,573.3284112,5,Car,NA,401.0349034,0,No
Pinks,6,365.5014657,87488.25604,Healthcare,121.8338219,No,718.0949811,No,Female,By_16:00,0.586602925,0.302267613,1.667454531,4.634281544,4.821451202,6.726957769,6606,95.72627568,633.612184,8448.174179,74360.24228,No,515660.4019,25.17165438,255.7735989,5.164593481,14975.31398,80,Below_30,1,891.2703089,9,Motorcycle_or_truck,Hightech,498.4196904,0,No
Pinks,3,189.9914699,41980.88736,Environment,63.33048998,No,662.8858766,No,Female,By_16:00,0.129320921,0.712743933,4.60741336,4.479881416,6.652553841,3.831506439,7167,57.10141929,632.8827289,7894.624224,72778.10351,No,439417.6854,25.15716059,211.9433377,98.37308244,4084.081451,90,30-45,1,872.37055,8,Public_or_other,Student_or_Unemployed,472.9750126,7,No
Yellows,3,1080.97035,67915.79324,Financial,360.3234501,Yes,188.4856321,Yes,Male,By_16:00,0.143040781,0.540052593,3.396995685,1.329907507,7.270786159,9.547686514,9547,1.14393339,356.9706606,2598.797642,45253.09972,Yes,35526.83349,18.89366721,353.5442957,46.35769622,130203.3122,60,Below_30,5,633.4089215,8,Car,Industry_or_other,586.5735275,1,Yes
Greys,9,154.5616294,24830.79568,Foreign_Affairs,51.52054313,No,481.959121,Yes,Male,After_16:00,0.335076734,0.217047935,8.712972079,4.400014661,0.707710458,0.549487141,4783,43.05492111,516.8388299,5853.26887,59700.62823,Maybe,232284.5944,22.7340896,NA,67.7594526,2715.886907,40,30-45,3,734.2251368,6,Public_or_other,Hightech,441.7485555,0,No
Pinks,6,355.0334927,40638.28359,Social,118.3444976,No,343.3897176,Yes,Male,By_16:00,0.865086512,0.47248086,0.218605401,7.669352579,1.873483488,9.429667182,4631,27.37831706,364.402224,4162.701624,48013.23885,No,117916.4981,19.08932225,217.4874472,88.56002523,14133.7646,70,Below_30,2,645.4191416,6,Car,Student_or_Unemployed,566.2363365,2,No
Browns,6,81.03588242,8072.168925,Healthcare,27.01196081,No,298.8368369,Yes,Female,By_16:00,0.992551438,0.185093438,1.640802145,1.565156139,NA,6.121420634,4835,39.91489212,370.3356071,3729.039583,43434.4234,No,89303.45506,19.24410578,267.9772194,43.23010962,766.6579875,80,45_and_up,1,552.9106998,8,Car,Services_or_Retail,379.4499394,1,Yes
Browns,2,309.1570969,36487.48595,Financial,103.0523656,No,354.0674269,Yes,Male,After_16:00,0.048703571,0.854334757,5.367728781,0.136859249,3.57445427,0.696206002,5097,85.51231432,402.6955583,4346.065386,47644.14232,No,125363.7428,20.06727581,NA,26.83892897,10732.84243,60,Below_30,1,NA,6,Foot_or_bicycle,Public_Sector,409.1022347,2,Yes
Yellows,3,1356.404507,128579.7231,Financial,452.1348358,Yes,284.3835797,Yes,Female,After_16:00,0.692266511,0.172218914,9.069960075,6.908059421,6.521287332,2.396429635,3918,19.55351001,339.2459595,3522.327716,45793.57569,Yes,80874.02041,18.41863077,287.2307731,68.95821798,204888.0446,60,30-45,2,634.1809839,8,Car,Student_or_Unemployed,600.8425248,0,Yes
Turquoises,3,1645.376682,287321.6544,Healthcare,548.4588942,Yes,523.8708999,No,Male,After_16:00,0.575908723,0.116592437,9.035590207,7.857422426,6.657262887,1.833072267,8147,48.87234806,479.194369,6197.097737,58522.55711,Yes,274440.7198,21.89050865,33.06342764,47.7427104,301365.6175,80,45_and_up,1,728.9055501,11,Foot_or_bicycle,Services_or_Retail,490.4870559,1,No
Purples,9,411.1362296,61207.9254,Financial,137.0454099,No,446.6251402,Yes,Male,By_16:00,0.389302091,0.334351495,3.565187959,7.671008671,0.924342112,5.198245847,8725,97.34741615,436.335629,5338.92266,53659.381,No,199474.0159,20.88864833,84.38410773,4.878148623,18928.48978,60,45_and_up,3,679.9711735,8,Motorcycle_or_truck,Hightech,485.2131866,0,Yes
Greens,10,40.93476058,3734.868491,Social,13.64492019,No,273.7186029,Yes,Male,After_16:00,0.097269609,0.581285075,4.12053002,7.339639398,8.226338988,1.569411615,7110,97.50037813,514.2178414,3765.621711,60467.60005,No,74921.87355,22.67637187,265.4899473,25.88942547,209.8287673,70,45_and_up,0,809.232189,12,Motorcycle_or_truck,Services_or_Retail,638.128543,0,Yes
Greens,6,234.2184079,23895.65539,Education,78.07280262,No,306.0688817,Yes,Female,After_16:00,0.123781702,0.062073969,0.103324046,0.062012223,2.54642965,7.937401535,7726,2.249648422,508.527476,4077.743769,59908.43268,No,93678.16035,22.55055378,222.9702657,3.721646476,6183.435312,100,30-45,3,793.1308255,16,Motorcycle_or_truck,Industry_or_other,609.698418,1,Yes
Browns,7,255.0972371,41521.07641,Financial,85.03241238,No,488.2970534,Yes,Male,After_16:00,0.751574666,0.461175684,7.897033973,5.502688268,5.54917777,3.333584345,9004,43.467748,448.9611206,5780.892775,54783.0868,No,238434.0123,21.18870266,66.28729086,79.42228408,7325.543568,60,30-45,2,682.571828,6,Public_or_other,Public_Sector,459.3542283,0,Yes
Reds,5,244.1519502,32710.64146,Other,81.3839834,No,401.9297176,Yes,Female,By_16:00,0.169729189,0.78233779,4.686636606,2.69240486,6.272170546,7.601628751,6139,11.78907661,444.5663697,4908.429915,53978.31971,Maybe,NA,21.08474258,112.7068233,31.85345128,6714.736737,50,45_and_up,0,692.0462901,11,Motorcycle_or_truck,Student_or_Unemployed,503.4871712,0,Yes
Pinks,7,65.40827,15795.72462,Environment,21.80275667,No,724.4829111,No,Female,By_16:00,0.151575987,0.409952605,7.483150729,3.849518606,2.588639383,NA,7821,27.5373956,681.9589729,8608.747057,79311.26485,No,524875.4884,26.1143442,291.8322524,83.26903791,507.1629549,90,45_and_up,3,956.6100087,8,Car,Services_or_Retail,540.7972839,0,Yes
Purples,8,322.7872103,40292.36349,Environment,107.5957368,No,374.479182,Yes,Male,After_16:00,0.697899139,0.842999852,1.978112312,9.726608561,4.355184534,5.341863888,8263,88.58085701,458.0199355,4660.831691,53164.42552,No,140234.6577,21.40140032,144.6684061,60.17825881,11694.43831,90,Below_30,5,670.4633511,15,Foot_or_bicycle,Public_Sector,441.5949818,0,No
Purples,6,210.8815266,33417.61506,Environment,70.29384219,No,475.3988973,Yes,Female,After_16:00,0.547001345,0.729785077,7.016046946,6.519787416,4.008289136,9.964419105,5964,62.85917733,427.7409461,5609.470865,54636.25761,No,226004.1115,20.681899,84.52942904,17.64915935,5021.518092,90,45_and_up,2,700.6632775,11,Car,Student_or_Unemployed,536.3130726,1,No
Greens,2,193.8802176,18790.10619,Social,64.6267392,No,290.7481705,Yes,Female,By_16:00,0.995265111,0.796757124,2.222821002,3.607535353,2.757275375,4.799109641,4452,62.34404058,476.5452044,3860.572114,56897.37477,No,84534.49865,21.82991536,233.683944,60.95070988,4251.242159,70,30-45,1,758.6402731,12,Motorcycle_or_truck,Services_or_Retail,601.3495441,0,No
Browns,5,550.7789516,57394.5921,Environment,183.5929839,No,312.6186572,Yes,Female,After_16:00,0.670326232,0.118254593,7.916914662,9.434613471,7.56855065,6.486833014,6566,67.73870224,NA,3853.481909,43802.15475,No,97730.42486,19.06954819,249.1453338,73.28091997,33899.97671,90,45_and_up,1,562.8018132,9,Foot_or_bicycle,Industry_or_other,408.5140919,NA,Yes
Purples,3,194.6048249,25057.34676,Environment,64.86827497,No,386.2804548,Yes,Female,By_16:00,0.732202649,0.618875301,9.677799046,2.629381448,2.722131165,NA,4363,7.574996911,392.1560733,4647.116695,52543.68743,No,149212.5898,19.80293093,206.8352045,39.73077827,4282.761373,90,30-45,0,709.0562035,15,Motorcycle_or_truck,Public_Sector,634.9753841,0,No
Purples,1,819.9409159,108732.4801,Education,273.3136386,No,397.8304216,Yes,Female,By_16:00,0.222626935,0.950547754,6.966966947,7.722642238,0.32065656,9.138241154,5824,3.45784477,404.1562408,4786.616698,49990.58687,No,158269.0444,20.1036375,142.5364348,72.59790835,74983.6587,100,30-45,3,640.3708424,12,Motorcycle_or_truck,Hightech,473.6943671,6,Yes
Reds,10,719.0594166,120438.773,Foreign_Affairs,239.6864722,No,502.4846496,No,Female,By_16:00,0.132081231,0.266008282,3.564527009,9.420321293,7.488743067,2.229373187,8252,86.7167474,404.0871772,5833.02085,51479.84349,Maybe,252490.823,20.10191974,103.4440744,6.494933204,57699.29142,40,45_and_up,1,644.5928,10,Foot_or_bicycle,Student_or_Unemployed,461.3317512,1,Yes
Purples,9,287.3251926,43900.59447,Education,95.7750642,No,458.3718615,Yes,Female,By_16:00,0.130335113,0.638934903,6.767900065,3.705796667,3.62891369,9.156213938,8418,72.83639223,388.6817918,5361.082199,51150.87182,No,210104.7634,19.71501437,123.4020268,80.44441375,9278.637987,100,30-45,2,662.259643,16,Foot_or_bicycle,Hightech,533.2176885,NA,No
Oranges,2,613.9747136,74443.84359,Other,204.6582379,No,363.7471151,Yes,Male,By_16:00,0.759779045,0.323482281,4.006218722,7.238712234,3.434507824,7.347839738,7060,46.74063434,383.7757028,4405.022556,47157.82359,Maybe,132311.9637,19.59019405,186.8776578,91.64199419,42099.65256,50,30-45,1,605.0786356,8,Car,Hightech,446.611583,0,Yes
Browns,10,1030.220357,165517.3058,Healthcare,343.4067856,No,481.9861248,Yes,Male,By_16:00,0.8602819,0.39674144,7.726894449,7.374584032,6.439747638,7.801496929,7787,9.81776088,453.2635482,5726.388344,55210.99076,No,232310.6245,21.28998704,59.62194131,83.98594351,118281.6272,80,45_and_up,2,689.9649968,7,Car,Public_Sector,467.658382,0,No
Greys,9,702.6670691,109608.0171,Military,234.2223564,No,467.9656494,Yes,Male,After_16:00,0.718131531,0.878250679,4.907989006,4.991731693,3.192669968,0.908782464,8533,9.841335868,410.5952209,5500.846936,49201.90406,Maybe,218991.849,20.26314933,164.9212174,79.73985556,55104.33458,30,45_and_up,4,598.9164018,7,Car,Industry_or_other,365.168276,1,No
Purples,6,122.5391216,21176.7881,Social,40.84637388,No,518.4496466,No,Male,After_16:00,0.193130982,0.667584762,1.487584552,5.671045431,2.907763741,3.718241656,5511,68.90560077,456.5396276,6097.575721,55927.95749,No,268790.0361,21.36678796,61.56840814,26.43297766,1719.272633,70,NA,3,692.972875,10,Public_or_other,Public_Sector,460.484491,0,No
